,access,bridge,geometry,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,u,v,width,poi,crime,poi_std,crime_std,trees,greenness_std
1282,,,"LINESTRING (698932.2053075689 5712086.838903358, 698928.1277768455 5712084.184679283, 698918.7765414811 5712077.849424514)","['path', 'footway']",,0,,16.119999999999997,,,False,"[680050662, 680050663]",,,,6367449797,6367449802,,1,0,0.0830524571799012,0.0,0,0.0
1283,,,"LINESTRING (698893.5696355141 5712082.963172772, 698897.718995968 5712086.266033829)",footway,,0,,5.291,,,False,90028230,,,yes,6367449800,6367449823,,0,0,0.0,0.0,0,0.0
1284,,,"LINESTRING (698893.5696355141 5712082.963172772, 698864.152748256 5712062.57911793)",footway,,0,,35.7,,,False,90028239,,,,6367449800,1043510865,,0,0,0.0,0.0,0,0.0
1285,permissive,,"LINESTRING (698893.5696355141 5712082.963172772, 698895.8829381804 5712079.768953454)",path,,0,,3.938,,,False,105616183,,,yes,6367449800,1043514703,,0,0,0.0,0.0,0,0.0
1286,,,"LINESTRING (698918.7765414811 5712077.849424514, 698928.1277768455 5712084.184679283, 698932.2053075689 5712086.838903358)","['path', 'footway']",,0,,16.119999999999997,,,False,"[680050662, 680050663]",,,,6367449802,6367449797,,1,0,0.0830524571799012,0.0,0,0.0
1287,,yes,"LINESTRING (698918.7765414811 5712077.849424514, 698912.8553709059 5712073.497157383, 698901.7974324684 5712065.513793794, 698899.0361625548 5712063.657274746)","['steps', 'footway']",,0,,24.255,,,False,"[680050664, 681098588, 681098590]",,,,6367449802,6378017138,,1,0,0.07305288277390047,0.0,0,0.0
1288,,,"LINESTRING (698918.7765414811 5712077.849424514, 698919.1900518341 5712070.315881364, 698914.5773951116 5712066.605098535)","['path', 'steps']",,0,,13.446,,,False,"[680052533, 680052534]",,,,6367449802,6367462248,,1,0,0.0883343214569486,0.0,0,0.0
1289,,,"LINESTRING (698841.8037862214 5712106.42248026, 698858.5462407611 5712118.592739014)",path,,0,,20.648,,Wilkins Terrace,False,680050670,,,,6367449808,6367449814,,0,0,0.0,0.0,0,0.0
1290,,,"LINESTRING (698841.8037862214 5712106.42248026, 698837.4826901932 5712103.424723237, 698832.640628105 5712100.072489663, 698825.7359545941 5712095.292039329)","['path', 'footway']",,0,,19.497,,Wilkins Terrace,False,"[680050666, 680050667, 680050670]",,,,6367449808,3359701016,,0,0,0.0,0.0,0,0.0
1291,,,"LINESTRING (698841.8037862214 5712106.42248026, 698846.4173466555 5712099.833053374, 698853.6925530459 5712104.906442313)","['path', 'steps']",,0,,16.88,,,False,"[680050672, 680050671]",,,,6367449808,6367449810,,0,0,0.0,0.0,0,0.0
1292,,,"LINESTRING (698853.6925530459 5712104.906442313, 698855.8622394862 5712102.185396002)",path,,0,,3.475,,,False,680050673,,,,6367449810,6367449811,,0,0,0.0,0.0,0,0.0
1293,,,"LINESTRING (698853.6925530459 5712104.906442313, 698856.4884915698 5712106.764296383)",path,,0,,3.348,,,False,680050673,,,,6367449810,6367449816,,0,0,0.0,0.0,0,0.0
1294,,,"LINESTRING (698853.6925530459 5712104.906442313, 698846.4173466555 5712099.833053374, 698841.8037862214 5712106.42248026)","['path', 'steps']",,0,,16.88,,,False,"[680050672, 680050671]",,,,6367449810,6367449808,,0,0,0.0,0.0,0,0.0
1295,,,"LINESTRING (698855.8622394862 5712102.185396002, 698853.6925530459 5712104.906442313)",path,,0,,3.475,,,False,680050673,,,,6367449811,6367449810,,0,0,0.0,0.0,0,0.0
1296,,,"LINESTRING (698848.6117220857 5712097.190919228, 698855.8622394862 5712102.185396002, 698858.6421285073 5712104.098298668)",path,,0,,12.148,,,False,680050676,,,,6367449812,6367449819,,0,0,0.0,0.0,0,0.0
1297,,,"LINESTRING (698858.5462407611 5712118.592739014, 698841.8037862214 5712106.42248026)",path,,0,,20.648,,Wilkins Terrace,False,680050670,,,,6367449814,6367449808,,0,0,0.0,0.0,0,0.0
1298,,,"LINESTRING (698858.5462407611 5712118.592739014, 698864.926767438 5712123.452907106, 698884.2314355121 5712137.238114726, 698889.7385970631 5712129.826340979, 698891.197030744 5712130.718675734, 698892.9640334193 5712131.890358014, 698898.0747668692 5712135.297729935)","['path', 'steps', 'footway']",,0,,50.832,,Wilkins Terrace,False,"[90029700, 680050669, 680050670]",,,,6367449814,6247573540,,0,0,0.0,0.0,0,0.0
1299,,,"LINESTRING (698858.5462407611 5712118.592739014, 698863.4870910228 5712111.982751563, 698856.4884915698 5712106.764296383)","['path', 'steps']",,0,,16.948999999999998,,,False,"[680050674, 680050675]",,,,6367449814,6367449816,,0,0,0.0,0.0,0,0.0
1300,,,"LINESTRING (698623.0272005267 5712412.412316035, 698627.6211480483 5712415.710104658)",unclassified,,0,,5.641,20 mph,Starcross Street,False,4257241,,,,6052188887,10365730,,0,0,0.0,0.0,0,0.0
1301,,,"LINESTRING (698623.0272005267 5712412.412316035, 698609.3541073462 5712402.578912347)",unclassified,,0,,16.8,20 mph,Starcross Street,False,4257241,,,,6052188887,294651426,,0,0,0.0,0.0,0,0.0
1302,,,"LINESTRING (698623.0272005267 5712412.412316035, 698625.7792539579 5712409.357662202, 698644.8156678666 5712381.028897977)",footway,,0,,38.188,,,False,643025284,,,,6052188887,6283735973,,0,18,0.0,0.17517932262900118,3,0.16344186828966556
1303,,,"LINESTRING (698623.0272005267 5712412.412316035, 698621.2056332187 5712416.182662608, 698614.0690333794 5712425.66885752)",footway,,0,,16.036,,,False,643025284,,,,6052188887,6052188912,,3,0,0.16639306674053408,0.0,1,0.1057311855506606
1304,,,"LINESTRING (698731.2088699236 5712408.287295825, 698726.3380774643 5712404.611097373)",service,,0,,6.088,5 mph,,False,304558118,,,,6052188888,3091088230,,0,0,0.0,0.0,0,0.0
1305,,,"LINESTRING (698731.2088699236 5712408.287295825, 698732.5970564745 5712409.020942072, 698743.0134989424 5712416.34412438)",service,,0,,14.267000000000001,5 mph,,False,304558118,,,,6052188888,3702815708,,0,0,0.0,0.0,0,0.0
1306,,,"LINESTRING (698731.2088699236 5712408.287295825, 698753.6319036868 5712376.149691111, 698763.0707927684 5712362.867664916)",footway,,0,,55.403,,,False,643025279,,,,6052188888,3371499059,,0,18,0.0,0.1593599780400506,2,0.1178280614087219
1307,,,"LINESTRING (698731.2088699236 5712408.287295825, 698724.754506863 5712416.664278031, 698719.377090642 5712412.623041359)",footway,,0,,17.269,,,False,"[678963171, 643025279]",,,,6052188888,6052188908,,0,0,0.0,0.0,2,0.1635492804026464
